date,daily_max_sust_knots,daily_mean_sust_knots,daily_min_press_hpa,precip_mm,daily_mean_tmpf_F,WVHT_mean
2017-12-19,14.0,5.454545454545454,1015.5,17.3,48.41212121212121,1.8369565217391304
2017-12-20,20.0,7.142857142857143,1016.8,6.4,46.53023255813953,3.4914583333333336
2017-12-21,7.0,3.769230769230769,1025.6,0.0,40.96153846153846,3.5355555555555553
2017-12-22,7.0,3.185185185185185,1025.1,0.0,43.88148148148148,2.0593333333333335
2017-12-23,6.0,2.5416666666666665,1024.3,0.0,47.375,1.2246666666666666
2017-12-24,5.0,2.4166666666666665,1021.8,0.0,47.958333333333336,1.0182222222222221
2017-12-25,8.0,3.857142857142857,1022.2,0.0,53.02857142857143,2.2189130434782607
2017-12-26,9.0,2.6792452830188678,1021.9,0.3,51.611320754716985,2.332
2017-12-27,8.0,3.08,1024.6,0.0,52.92,1.4922222222222223
2017-12-28,9.0,2.101449275362319,1023.9,0.0,51.77971014492754,1.6395744680851065
2017-12-29,5.0,1.641025641025641,1022.0,0.3,48.69230769230769,1.3061702127659574
2017-12-30,6.0,2.46,1018.6,3.0,54.42,1.6282978723404256
2017-12-31,6.0,1.2153846153846153,1016.0,0.0,51.96,1.4441304347826085
2018-01-01,7.0,2.393939393939394,1018.7,0.0,50.67878787878788,0.9784782608695651
2018-01-02,5.0,1.0769230769230769,1021.0,0.0,49.27384615384616,1.4915217391304347
2018-01-03,4.0,2.1666666666666665,1013.4,7.6,54.63333333333333,2.062
2018-01-04,7.0,2.90625,1012.8,0.3,58.41875,2.724090909090909
2018-01-05,14.0,6.7272727272727275,1013.3,7.6,58.75757575757576,2.4430434782608694
2018-01-06,12.0,2.514705882352941,1022.9,0.0,51.02058823529412,2.947608695652174
2018-01-07,7.0,3.6666666666666665,1018.6,0.0,47.059999999999995,2.093125
2018-01-08,5.0,1.5945945945945945,1002.6,16.0,49.891891891891895,1.7495555555555558
2018-01-09,17.0,4.870967741935484,1002.0,7.6,54.23548387096774,2.893181818181818
2018-01-10,10.0,4.815789473684211,1013.6,2.3,51.08421052631579,2.8958695652173914
2018-01-11,15.0,5.428571428571429,1022.1,4.3,54.721428571428575,2.8573333333333335
2018-01-12,8.0,3.519230769230769,1024.9,0.0,54.715384615384615,3.992666666666667
2018-01-13,5.0,1.4444444444444444,1020.4,0.0,48.977777777777774,2.829361702127659
2018-01-14,9.0,3.076923076923077,1017.1,0.0,51.88461538461539,2.1436956521739132
2018-01-15,13.0,4.892857142857143,1014.1,7.4,54.07142857142857,3.191395348837209
2018-01-16,12.0,3.547169811320755,1016.0,0.0,54.116981132075466,3.73
2018-01-17,14.0,4.533333333333333,1017.9,8.9,55.1,3.255813953488372
2018-01-18,20.0,9.688888888888888,1015.3,22.9,54.70666666666667,5.889777777777779
2018-01-19,10.0,5.903225806451613,1015.0,2.3,48.567741935483866,5.531860465116279
2018-01-20,6.0,3.1481481481481484,1021.1,3.6,46.111111111111114,4.588444444444444
2018-01-21,23.0,11.222222222222221,1018.9,23.9,49.65925925925926,3.4472340425531915
2018-01-22,17.0,4.333333333333333,1019.0,0.0,47.84313725490196,4.619565217391305
2018-01-23,13.0,4.7,1020.1,0.0,48.43333333333333,2.838888888888889
2018-01-24,17.0,10.975,1011.7,42.9,52.1,3.014418604651163
2018-01-25,15.0,7.973684210526316,1012.9,37.3,46.44736842105263,3.87063829787234
2018-01-26,9.0,5.703703703703703,1018.9,2.3,46.01481481481482,3.943404255319149
2018-01-27,18.0,10.153846153846153,1025.2,0.0,51.53846153846154,3.0397872340425534
2018-01-28,6.0,2.2432432432432434,1027.3,0.0,51.35675675675676,2.915531914893617
2018-01-29,7.0,2.875,1022.6,0.0,52.25,2.176595744680851
2018-01-30,11.0,3.1,1023.0,2.5,52.71,2.1057446808510636
2018-01-31,9.0,4.217391304347826,1022.6,0.0,46.130434782608695,2.941956521739131
2018-02-01,7.0,3.0714285714285716,1021.2,0.0,50.0,2.194
2018-02-02,13.0,3.8333333333333335,1023.4,0.0,50.541666666666664,1.2417391304347825
2018-02-03,15.0,2.4615384615384617,1023.3,0.0,49.92307692307692,1.5041304347826085
2018-02-04,15.0,3.46875,1021.9,0.0,51.59375,1.5840425531914895
2018-02-05,11.0,1.7391304347826086,1021.2,0.3,52.368115942028986,1.8104347826086957
